uplink,downlink
218800355.0,1359594921.0
282228011.0,1770490145.0
186840031.0,1221767822.0
292432651.0,1726664011.0
116330212.0,743484102.0
291217023.0,1714599068.0
181024697.0,1099426831.0
293647191.0,1743248208.0
187886450.0,1284589225.0
290929449.0,1741335626.0
211848312.0,1435953427.0
270947189.0,1705242261.0
201563682.0,1405787206.0
272810215.0,1692272474.0
212072724.0,1549838474.0
259928103.0,1815682126.0
235296274.0,1743529918.0
271730210.0,1935514594.0
198606562.0,1588870716.0
154316939.0,842146097.0
134625628.0,955268174.0
147292544.0,918028380.0
106640343.0,707992911.0
128411160.0,817750457.0
109017638.0,529136458.0
139487094.0,727872893.0
116847471.0,455906573.0
138791483.0,629318314.0
118873399.0,424003188.0
184540233.0,625176289.0
152339108.0,517945303.0
257649219.0,982637311.0
183477307.0,793186546.0
314932154.0,1313373764.0
217957478.0,964606850.0
381531418.0,1768585724.0
266277834.0,1345772338.0
317710887.0,1832785389.0
259888904.0,1416530176.0
284603659.0,1750856447.0
235233607.0,1468125280.0
291938516.0,1706106695.0
230636359.0,1461227051.0
279175317.0,1709164139.0
241233340.0,1474226705.0
280100503.0,1756988796.0
259975035.0,1605793332.0
276160210.0,1795727271.0
260122153.0,1633497247.0
272044214.0,1806964808.0
237183781.0,1601491510.0
272461387.0,1797694070.0
235940790.0,1543747811.0
276354032.0,1807848587.0
223038399.0,1544913144.0
293967913.0,1878804330.0
231363310.0,1511427087.0
295399302.0,1837981810.0
248181502.0,1596070890.0
270532413.0,1827847887.0
262022398.0,1730289476.0
274756170.0,1809262580.0
260667862.0,1765402772.0
267598031.0,1842939247.0
250958995.0,1770487142.0
272444893.0,1932331097.0
229637364.0,1768185088.0
125960218.0,792399199.0
143818982.0,1132592478.0
138172635.0,863556464.0
71454600.0,491262538.0
128426697.0,756762843.0
102862662.0,500513696.0
118609175.0,576735759.0
104993622.0,470517089.0
138076231.0,529301840.0
122796741.0,470800016.0
157981504.0,617995521.0
160925536.0,594538263.0
244660260.0,956942912.0
201655224.0,868320849.0
325792806.0,1415356038.0
250741883.0,1177880062.0
379524850.0,1821562184.0
268147913.0,1407243970.0
327021936.0,1861260827.0
272676093.0,1552894241.0
284000749.0,1771708137.0
249748573.0,1600044460.0
281767758.0,1730846088.0
245522196.0,1631882679.0
285919608.0,1754317832.0
255678153.0,1675553720.0
287484412.0,1777370317.0
256241042.0,1629714651.0
271670423.0,1832019650.0
261386577.0,1630820779.0
270854752.0,1849377749.0
245827923.0,1600443438.0
273990085.0,1810838820.0
236889135.0,1582476077.0
284304246.0,1837519459.0
246552288.0,1545826547.0
299238590.0,1869052626.0
241586040.0,1551116941.0
295033914.0,1892244502.0
258729193.0,1719952528.0
289427129.0,1837402077.0
259221473.0,1831884266.0
278768548.0,1827478318.0
266355795.0,1884738156.0
275581848.0,1865851402.0
248961671.0,1810852163.0
303516816.0,1992981494.0
226650942.0,1755895057.0
111952738.0,728756533.0
171517395.0,1083024886.0
122877440.0,852027693.0
138739314.0,820612955.0
123997592.0,683873150.0
134047155.0,614116622.0
139287800.0,565548046.0
131785957.0,511407677.0
134827451.0,502683613.0
138547991.0,499732105.0
162373949.0,576984564.0
174713774.0,632159256.0
234725882.0,932060256.0
258463350.0,1007031101.0
327421002.0,1366184231.0
278564400.0,1289454436.0
372067602.0,1747597366.0
296235608.0,1528551327.0
361377983.0,1939976795.0
307640487.0,1647642807.0
293648618.0,1875326751.0
292288551.0,1706857070.0
299401421.0,1856306028.0
288596836.0,1729598511.0
287819402.0,1868334847.0
278443843.0,1768569280.0
282994901.0,1902265450.0
251090255.0,1664569633.0
286606929.0,1918886627.0
265479311.0,1704912882.0
283736747.0,1924034423.0
263515982.0,1693551330.0
287932669.0,1976392061.0
245040209.0,1657955625.0
328517768.0,2031359016.0
240409500.0,1632838027.0
363611893.0,2008852277.0
243218477.0,1595977148.0
329871171.0,1984154819.0
265953320.0,1689918235.0
297518409.0,1939216786.0
237267826.0,1574719451.0
247960202.0,1921657457.0
122960961.0,912689605.0
240102345.0,1884246515.0
198301449.0,1423782711.0
276242344.0,2002595151.0
184130221.0,1482132456.0
98185780.0,669913185.0
127464936.0,1001409632.0
109834700.0,793891704.0
122028599.0,858422440.0
115319291.0,681658153.0
137497158.0,630965529.0
106570831.0,551168644.0
123704387.0,528591410.0
123107430.0,495006679.0
132938824.0,502225492.0
146141151.0,537494413.0
151013504.0,580348725.0
208891073.0,805940131.0
196143380.0,852974031.0
291545309.0,1186593828.0
234055562.0,1134344110.0
329112334.0,1507704285.0
256282371.0,1331330733.0
342870123.0,1749552152.0
270358813.0,1465468791.0
345818603.0,1853482991.0
252233726.0,1505231022.0
335480938.0,1920965613.0
228043703.0,1525908729.0
312267543.0,1937806637.0
238147420.0,1540577329.0
283593708.0,1960407725.0
217842411.0,1537958510.0
271466256.0,1928000508.0
223215061.0,1487685828.0
249651284.0,1917506771.0
223459146.0,1510978830.0
250359620.0,1809676739.0
214877918.0,1486531549.0
253524793.0,1844093148.0
209285294.0,1384279007.0
250110286.0,1861917183.0
214063984.0,1444088958.0
276282843.0,1986082127.0
228334741.0,1601847946.0
294343169.0,2076370179.0
246275808.0,1715266195.0
277509437.0,2110521075.0
259173743.0,1738558555.0
269963896.0,2131462313.0
243255820.0,1699050219.0
256110200.0,2109813189.0
208866949.0,1654117342.0
92863598.0,819587320.0
162665847.0,1077894419.0
100629762.0,890547951.0
131387898.0,859899902.0
121596073.0,707024093.0
133407840.0,618886909.0
123115327.0,551138701.0
130066769.0,471570194.0
119866131.0,456885657.0
124308082.0,478818044.0
130617671.0,483972441.0
174673302.0,568959985.0
200811439.0,776013425.0
203263781.0,841256792.0
261645237.0,1116644259.0
217099130.0,1089625608.0
255054320.0,1309618222.0
234120273.0,1208964753.0
274165267.0,1488882577.0
244846234.0,1366231846.0
295515754.0,1605314901.0
265276911.0,1398191112.0
304755418.0,1781990402.0
271373619.0,1507099227.0
293878069.0,1835086151.0
250877763.0,1560051058.0
289439616.0,1872971327.0
238336040.0,1487954531.0
262618367.0,1800131496.0
223885892.0,1469635406.0
256475121.0,1762065666.0
219771572.0,1430484489.0
247568510.0,1762638943.0
221119657.0,1451889287.0
260059029.0,1781475176.0
222894369.0,1464413804.0
256713797.0,1792256718.0
223327384.0,1486120244.0
274554528.0,1883310444.0
233978098.0,1599728487.0
274910883.0,1892916990.0
254144724.0,1670353876.0
293523577.0,1978545716.0
227227154.0,1738338373.0
289250578.0,1952177966.0
230105730.0,1677117114.0
250040050.0,1780802550.0
194439090.0,1460170625.0
91354604.0,584116343.0
132166421.0,916200867.0
98349735.0,645306942.0
112926611.0,710844927.0
92703178.0,536399865.0
111555466.0,543118867.0
94761701.0,445330491.0
124547224.0,438325608.0
94960492.0,427205792.0
132074072.0,413816368.0
163666353.0,509979259.0
144765576.0,477406838.0
246651041.0,744589656.0
230037369.0,865764512.0
277839738.0,1145924268.0
240763480.0,1113145800.0
345104487.0,1628926805.0
296539474.0,1362877694.0
372381474.0,1901723648.0
308472406.0,1522610568.0
321591982.0,1843331920.0
305500200.0,1581605205.0
300775389.0,1814864510.0
291998184.0,1631286510.0
290320196.0,1865214198.0
277691191.0,1716665614.0
309571665.0,1910659361.0
257901770.0,1584226687.0
300192975.0,1802765187.0
229458143.0,1428829748.0
311230482.0,2008207882.0
255711057.0,1596892123.0
279956789.0,2037339577.0
267332059.0,1687540538.0
307194820.0,2077223936.0
265414196.0,1673519543.0
317517068.0,2012836023.0
251024342.0,1660088907.0
321097590.0,2026159694.0
270800642.0,1752223968.0
314193535.0,2108656477.0
307420909.0,1949597065.0
286938347.0,2061211732.0
289218686.0,2020649377.0
285134884.0,2096166049.0
238846152.0,1873351752.0
277192382.0,2041979561.0
212566330.0,1751190898.0
123827299.0,624722094.0
147450601.0,1035018156.0
123514310.0,677521198.0
123855904.0,765636322.0
101012663.0,547901644.0
131918105.0,614719874.0
105656650.0,448373875.0
135250031.0,494308141.0
109448861.0,437736656.0
146887089.0,465956310.0
147060174.0,560925802.0
201060896.0,654826499.0
257162445.0,863205079.0
262913259.0,955983022.0
305768970.0,1256296132.0
278642371.0,1239012672.0
334455559.0,1668689000.0
307661123.0,1518105828.0
350689737.0,1942578490.0
312588114.0,1680864080.0
301404744.0,1927604676.0
300124213.0,1773680909.0
291188020.0,1919395128.0
277616751.0,1774393042.0
284682346.0,1925898375.0
262240264.0,1710224283.0
146157069.0,961383066.0
340967307.0,2139522079.0
162539967.0,963629496.0
385216593.0,2397897670.0
172163036.0,1130493397.0
385811293.0,2511823581.0
177562701.0,1274594809.0
375848713.0,2560086269.0
167152989.0,1191532550.0
318934300.0,2134136626.0
190651956.0,1232686278.0
362560435.0,2377339771.0
214546874.0,1338520248.0
366030642.0,2497093918.0
216262460.0,1404053652.0
400034122.0,2662050521.0
222196704.0,1488110205.0
376139891.0,2668839125.0
219203387.0,1535800435.0
348981890.0,2573439754.0
181831049.0,1350182157.0
292026630.0,2220644865.0
59464167.0,411880983.0
193547282.0,1252135804.0
66490141.0,445728670.0
142706429.0,912340625.0
63862346.0,371878231.0
175166762.0,745283910.0
77580520.0,327150294.0
158395223.0,615806814.0
65613474.0,291337375.0
183564469.0,617149337.0
99138951.0,375330915.0
256993791.0,865178322.0
158656304.0,622212563.0
322537418.0,1330435222.0
197758436.0,893132466.0
362129445.0,1662719168.0
219945452.0,1115821183.0
390488000.0,2055715816.0
257925201.0,1329511511.0
405597782.0,2223031312.0
276261913.0,1447218405.0
313016191.0,1861435515.0
314356497.0,1666439808.0
170106453.0,1099668438.0
272451428.0,1730490134.0
257440845.0,1629090171.0
282014689.0,1681264958.0
278057442.0,1759258379.0
256008039.0,1609328537.0
282251617.0,1856817993.0
257530553.0,1677994436.0
294489564.0,1992148737.0
263944946.0,1829149744.0
302390215.0,2067017956.0
258689646.0,1757562894.0
299723736.0,1994080234.0
261273484.0,1708769133.0
278198327.0,1894887347.0
270902452.0,1726649957.0
316418440.0,2024755509.0
261688898.0,1821119033.0
317171408.0,2168270988.0
261237843.0,1896155561.0
312740870.0,2210455101.0
240441080.0,1891274054.0
284579212.0,2148722052.0
199054006.0,1730500178.0
258576417.0,1931783420.0
70883433.0,519157035.0
152353607.0,1138103493.0
76909034.0,552633729.0
126379770.0,851431686.0
79280219.0,440390863.0
129909503.0,625800805.0
84108212.0,375315415.0
125710014.0,516584072.0
96548939.0,370373499.0
134717762.0,547379316.0
138186385.0,449161510.0
198367005.0,732179903.0
201273141.0,709062089.0
287560330.0,1138329056.0
250872918.0,1032647193.0
319551969.0,1447653144.0
286052875.0,1406446694.0
349326320.0,1756521095.0
291935604.0,1683867719.0
343936194.0,1927149288.0
296747861.0,1754725586.0
309735096.0,1979086056.0
304046496.0,2124071310.0
196957159.0,1474400816.0
248610738.0,1922010486.0
232068384.0,1997756131.0
109750882.0,918756652.0
125039795.0,841177235.0
84136953.0,575011636.0
121140321.0,745518069.0
103829846.0,620550489.0
89702108.0,519009618.0
113777298.0,578779371.0
96078578.0,433389255.0
121561190.0,525970802.0
105893096.0,421832962.0
141765691.0,540843904.0
134557462.0,489984946.0
190323674.0,744500975.0
218579291.0,842841056.0
263161893.0,1118122367.0
252231081.0,1150689861.0
286461373.0,1437311390.0
294839800.0,1553226399.0
322049921.0,1696036747.0
317682942.0,1750968925.0
323948586.0,1880030547.0
306670749.0,1802793407.0
325837704.0,1991435280.0
318246592.0,1938140708.0
323759689.0,1974300767.0
302040180.0,1859775778.0
293673803.0,1941692683.0
275977638.0,1769555493.0
277171118.0,1886920172.0
272756973.0,1785710576.0
283739603.0,1899776380.0
273738095.0,1912553738.0
282376064.0,1927382435.0
250604368.0,1816127291.0
249454999.0,1795038100.0
264876674.0,1936348447.0
244404997.0,1693485617.0
262595948.0,1806824260.0
255703351.0,1772892220.0
278150491.0,1879369201.0
281223095.0,2025189277.0
273973670.0,1949096470.0
306298038.0,2112397051.0
273350470.0,1996657812.0
299580564.0,2172419897.0
253441879.0,1962927456.0
288359602.0,2128350771.0
214203005.0,1797411390.0
233401634.0,1918317000.0
73364353.0,552629439.0
155084352.0,1187997039.0
87220906.0,645860496.0
160336196.0,925308171.0
74850362.0,577882520.0
141413231.0,698690979.0
88062113.0,488915072.0
118143810.0,601021754.0
105495715.0,445536157.0
129074710.0,601644557.0
112191398.0,485780284.0
168716131.0,745022003.0
178094216.0,784773082.0
224578085.0,1116131072.0
239103694.0,1186440995.0
252241931.0,1471857466.0
281811692.0,1461780649.0
273436395.0,1654676783.0
297542237.0,1652439764.0
286350325.0,1812349344.0
290280168.0,1746079622.0
300009417.0,1917378199.0
291336772.0,1852188393.0
283750747.0,1917746212.0
263797371.0,1860966078.0
277926498.0,1921629289.0
270689044.0,1888624779.0
263852600.0,1925230935.0
256564803.0,1860439957.0
281868909.0,1932274130.0
241946009.0,1868844994.0
257918881.0,1905280284.0
235669485.0,1837783182.0
262238940.0,1886837619.0
230377075.0,1775269315.0
265895905.0,1916659285.0
224923367.0,1709019480.0
250903540.0,1852644170.0
255235023.0,1756977320.0
265056002.0,1929424927.0
269748002.0,1861564160.0
278890601.0,2059955245.0
275483056.0,1943479512.0
293167552.0,2125888310.0
254024577.0,1894653649.0
262822663.0,2050035593.0
219838901.0,1718692333.0
228919008.0,1922183755.0
77189543.0,576854845.0
147136325.0,1172783322.0
86495700.0,663535555.0
129903674.0,941352346.0
97102962.0,571804844.0
140443501.0,680748932.0
87257428.0,441548249.0
143876624.0,529481367.0
89911701.0,367526917.0
133958148.0,462075718.0
119839165.0,381710895.0
181213475.0,591049269.0
183575637.0,641094042.0
199040646.0,933954921.0
230285440.0,1030070763.0
239108612.0,1377507204.0
255625006.0,1285172812.0
322819148.0,1620523434.0
293841463.0,1529390767.0
302129783.0,1738432139.0
302264714.0,1590012567.0
298850728.0,1797521466.0
295213108.0,1608679759.0
329891722.0,1880482921.0
276331466.0,1645498574.0
285100231.0,1897328977.0
267423715.0,1698901643.0
300129470.0,1952855100.0
264866701.0,1754300617.0
291748377.0,2001738906.0
272848488.0,1793723447.0
280100092.0,1999094247.0
274098070.0,1766073585.0
290756590.0,1958974240.0
272060823.0,1774664099.0
288482372.0,1954667447.0
255639878.0,1768763213.0
259669697.0,1876195757.0
265129393.0,1829105355.0
281218651.0,2035011242.0
268530973.0,1920835851.0
284157311.0,2091435567.0
267896589.0,1940968135.0
279526633.0,2112527492.0
246487358.0,1871784797.0
263225818.0,2038503305.0
212371537.0,1666641283.0
219433189.0,1816275981.0
86149708.0,542274616.0
133533769.0,1093666109.0
95948229.0,576303069.0
130332930.0,853381983.0
83048259.0,457189375.0
129872823.0,657529059.0
95353934.0,415549851.0
128157405.0,573416644.0
96421267.0,369392361.0
127766963.0,506882542.0
129029067.0,435916318.0
180405248.0,689601239.0
216704793.0,709153311.0
244837083.0,1090661035.0
245715055.0,1056391660.0
287440748.0,1378871538.0
296699420.0,1502721771.0
330148069.0,1737959144.0
356017916.0,1823063312.0
358575980.0,1911854225.0
332407577.0,1937891127.0
343151556.0,1997466417.0
316795925.0,1952418630.0
334298146.0,1992583622.0
288663066.0,1853596884.0
295431753.0,1909924715.0
259582762.0,1725708131.0
308671747.0,2016881761.0
272055980.0,1791609160.0
292681785.0,1964812081.0
281165304.0,1790822345.0
278985818.0,1983250370.0
262359900.0,1766888160.0
289769141.0,1992973589.0
250018144.0,1805881384.0
290737730.0,2016437317.0
242206670.0,1683571660.0
281158218.0,2007177195.0
267697598.0,1778785493.0
299832249.0,2136141995.0
283745390.0,1873833674.0
306718160.0,2248402038.0
263747567.0,1942356596.0
305065213.0,2285741591.0
264671214.0,1947711440.0
270852768.0,2213007644.0
232253529.0,1737589454.0
224960989.0,1863067215.0
84588154.0,492811811.0
134801843.0,1027740243.0
87348951.0,554002389.0
53353611.0,345681024.0
103804957.0,572502640.0
64755715.0,298351689.0
108775395.0,462178946.0
125062242.0,409499457.0
111782987.0,408944012.0
133870495.0,466449772.0
115189967.0,401472243.0
218726725.0,780315574.0
230792549.0,812248699.0
258795207.0,1176102837.0
266332933.0,1112181098.0
293995346.0,1458768577.0
310405995.0,1491952950.0
318108770.0,1809775873.0
321642399.0,1697027498.0
323596336.0,1913545347.0
306918852.0,1806480610.0
321319279.0,1985785453.0
297917063.0,1901282076.0
330967992.0,1933554019.0
300890567.0,1934625501.0
307502479.0,1929564735.0
293938281.0,1908587863.0
300311264.0,1963654414.0
279589028.0,1864480857.0
299398563.0,1968351193.0
280760742.0,1932585121.0
290554996.0,1947708839.0
264533731.0,1854225855.0
276309913.0,1999225544.0
263807858.0,1858245084.0
287889227.0,1973348189.0
266583274.0,1834381432.0
279004886.0,2065808077.0
265768907.0,1897413517.0
301512535.0,2181341600.0
272055489.0,1938774705.0
307222501.0,2283777491.0
269964171.0,1950710460.0
232908962.0,1806511115.0
245214920.0,1887759207.0
135567790.0,960634150.0
260044219.0,1982062261.0
157249388.0,1300860772.0
102161665.0,651503450.0
60687.0,835171.0
242002107.0,1334686344.0
1190010.0,15696258.0
189685949.0,997338428.0
3601669.0,28304923.0
215106558.0,851475369.0
18834495.0,113087408.0
232559619.0,780448074.0
29017494.0,186159458.0
285650468.0,984309521.0
76026901.0,369589199.0
400271847.0,1536831092.0
124727370.0,646423563.0
399555357.0,1834211876.0
161552278.0,893833190.0
381747067.0,2178224298.0
197142241.0,1195637431.0
339674084.0,2095709166.0
222415575.0,1377980452.0
327753642.0,2039612503.0
210713617.0,1491974512.0
317770751.0,2051378850.0
215550547.0,1476026352.0
310210422.0,2056216020.0
205619320.0,1530287689.0
309643337.0,2086060612.0
187057578.0,1368137900.0
298708380.0,2045217446.0
188016191.0,1399294713.0
312561958.0,2078990380.0
194392401.0,1515082438.0
313604404.0,2085038447.0
212841595.0,1589226432.0
311049800.0,2133815032.0
199623580.0,1494662079.0
320495291.0,2101873166.0
196797999.0,1524460242.0
318199498.0,2065455063.0
214744205.0,1642347936.0
308974696.0,2088783776.0
238507319.0,1801737800.0
288880167.0,2056959841.0
241365526.0,1866883760.0
300530519.0,2106037133.0
210261234.0,1799870525.0
328278412.0,2208989355.0
195083523.0,1645118364.0
133086390.0,815925041.0
112511623.0,955777091.0
130749938.0,798972725.0
103170301.0,732654537.0
124512913.0,690642314.0
96085408.0,565071171.0
120325090.0,537036990.0
103821183.0,476775702.0
148264052.0,546084365.0
114086724.0,545271833.0
192459671.0,637145121.0
154637227.0,712398350.0
271078572.0,953733788.0
200028998.0,991343357.0
295772616.0,1329162865.0
258653921.0,1286784250.0
332712271.0,1699608214.0
269948251.0,1556038254.0
353006559.0,1950761661.0
255512590.0,1607692948.0
336642841.0,2032202055.0
261270434.0,1717611709.0
344900286.0,2147678255.0
257838272.0,1673734260.0
320334718.0,2078636670.0
256001550.0,1628526272.0
329914836.0,2101620657.0
238893302.0,1685699655.0
302052773.0,2100945537.0
254619315.0,1668593811.0
298270887.0,2136268864.0
244566399.0,1684463317.0
297920379.0,2012669789.0
247895252.0,1728230364.0
277808432.0,2082930614.0
223569138.0,1684424881.0
269131634.0,1985360736.0
212821256.0,1669947042.0
271759332.0,1995269432.0
246193829.0,1764328903.0
298066277.0,2120422913.0
239785921.0,1820644379.0
306918961.0,2114939800.0
261352789.0,1956956789.0
290456324.0,2191584772.0
231776584.0,1903604784.0
239733524.0,1901542698.0
204035151.0,1726115725.0
101603770.0,697827332.0
151071583.0,1024181482.0
151170951.0,842180967.0
149126319.0,879811834.0
155782642.0,746917681.0
128242091.0,657175312.0
170562240.0,598687168.0
154426744.0,591726974.0
160664686.0,569300301.0
167060992.0,647963779.0
197006401.0,660753943.0
207424267.0,816946438.0
277054767.0,1006994754.0
268897061.0,1199142676.0
285149785.0,1359030162.0
270016579.0,1437355694.0
