uplink,downlink
297908936.0,1728758260.0
318482325.0,1805643586.0
333268044.0,2023743104.0
318024963.0,1935411681.0
354897853.0,2118642472.0
294110122.0,1940486352.0
340329230.0,2093108032.0
292415038.0,1959455697.0
312387056.0,2063880544.0
286506927.0,1946886727.0
302260521.0,2034173353.0
263849254.0,1771701489.0
304628553.0,1940332734.0
249570299.0,1902965821.0
303079950.0,2033674096.0
258995607.0,1921087589.0
307466977.0,2007428420.0
254028189.0,1958552946.0
295927026.0,2082962690.0
253671694.0,1927769922.0
282895969.0,1964468777.0
251380831.0,1838954300.0
269136487.0,1952693714.0
255123651.0,1977328153.0
275726045.0,2005220708.0
247409394.0,1996800819.0
292810978.0,2145784233.0
269363345.0,2073875378.0
275019107.0,2107420729.0
226252523.0,2030107233.0
237992976.0,1972491372.0
205131803.0,1837138774.0
94317329.0,687417581.0
114211381.0,1041012150.0
114598131.0,850838539.0
83586612.0,553984507.0
123989183.0,774323223.0
118807644.0,588358426.0
128410378.0,606404290.0
98773929.0,487217933.0
144404765.0,490916716.0
110486674.0,454744855.0
172412257.0,614481714.0
158541052.0,658788426.0
230007430.0,906073715.0
201659770.0,1041827170.0
282927728.0,1408936510.0
253428535.0,1421632273.0
297218428.0,1699838316.0
257559583.0,1601338755.0
359898252.0,1914724360.0
264982253.0,1739086937.0
337104496.0,2033619525.0
276483503.0,1816373885.0
329196278.0,2091655498.0
259854541.0,1794628401.0
298117959.0,1915305758.0
260275439.0,1784616271.0
277550681.0,1967549096.0
259149946.0,1846013989.0
282392622.0,1977376507.0
244367870.0,1834580889.0
291672968.0,1998372308.0
241758391.0,1807283786.0
283524820.0,2016027151.0
256015678.0,1843767652.0
278499565.0,2020459758.0
247530717.0,1924584234.0
265195191.0,1851879959.0
257888648.0,1887853331.0
270740425.0,1948164528.0
269316173.0,1947796781.0
292645788.0,1938377828.0
271056115.0,2053195541.0
286790399.0,1952489979.0
269976046.0,2077950807.0
286369880.0,1949051503.0
244863882.0,2087064387.0
245231009.0,1840382769.0
221472122.0,1894694397.0
97904984.0,699368782.0
137472723.0,1150860495.0
100097854.0,722997078.0
127953936.0,901988062.0
97514715.0,598298393.0
131096510.0,657619388.0
97758654.0,489464774.0
125702830.0,536169677.0
104760478.0,408487304.0
129000116.0,530820424.0
124014826.0,456412671.0
108063610.0,384677801.0
242453414.0,812921157.0
75802763.0,323866193.0
292383244.0,1332059494.0
85285109.0,462477320.0
324831855.0,1720618343.0
131322449.0,742337164.0
355118116.0,1972566277.0
140884559.0,832306768.0
297990601.0,1926380225.0
198541761.0,1237581520.0
314527946.0,1943474356.0
265118915.0,1672262345.0
316215715.0,2016416363.0
261788642.0,1731229244.0
325640254.0,2062087314.0
265026836.0,1763923911.0
317983053.0,2153139793.0
262191935.0,1772845953.0
294552787.0,2119181794.0
228848116.0,1530285483.0
282346273.0,2110456255.0
206513931.0,1499770342.0
294003710.0,2065073112.0
206835879.0,1476447588.0
301593940.0,2054144538.0
199072363.0,1302650400.0
269819134.0,2047217716.0
159040919.0,1089939010.0
263453191.0,1960883978.0
128547644.0,888958964.0
269991761.0,1921729483.0
112952680.0,848404578.0
270616414.0,1970687512.0
104363353.0,861571679.0
287717323.0,2070715718.0
99263191.0,901078181.0
134911115.0,742852709.0
60694263.0,489676237.0
126600619.0,736758591.0
46998312.0,338095842.0
98332529.0,588761469.0
42995815.0,277576675.0
121270029.0,477056217.0
69490715.0,324432979.0
124802448.0,455633002.0
66838892.0,234205883.0
190020129.0,578210904.0
63706802.0,233671541.0
291886848.0,949101209.0
80079882.0,299723935.0
356956964.0,1361865989.0
113897361.0,528194231.0
383111163.0,1844625616.0
155388676.0,821948827.0
321294433.0,1953814473.0
181006620.0,1044416032.0
300293187.0,1899098459.0
264710795.0,1648120645.0
306073092.0,1945270245.0
263605395.0,1700945367.0
307552877.0,1965181756.0
266169389.0,1721100555.0
326046251.0,1984010207.0
263368143.0,1698810037.0
318935563.0,2047376410.0
264830671.0,1750508058.0
304462765.0,2003697093.0
214478957.0,1588862064.0
290436665.0,1960019809.0
229714424.0,1668905716.0
308113001.0,2011493314.0
205686860.0,1548105734.0
327335596.0,2068042444.0
239828649.0,1663065203.0
304367722.0,2128896078.0
260622673.0,1868683704.0
278924003.0,2102992427.0
262454721.0,1882591627.0
256029131.0,2019453745.0
250676668.0,1919627446.0
251452872.0,2021101342.0
151570730.0,1222001944.0
274674955.0,2060569625.0
145994059.0,1245082244.0
129526021.0,760598485.0
87280129.0,701353266.0
125593214.0,749324465.0
75963150.0,527217791.0
116504845.0,560983329.0
71569353.0,360982745.0
122818538.0,472152805.0
83243364.0,400332950.0
141005722.0,503019598.0
82382265.0,358822964.0
194999452.0,644024175.0
140233301.0,528695357.0
307505298.0,1087997326.0
130389644.0,550373178.0
350382844.0,1557349253.0
169299711.0,882231373.0
363101412.0,1931922849.0
195973560.0,1072343671.0
298813560.0,1904954596.0
185712190.0,1139778111.0
287812519.0,1879703253.0
264439991.0,1695716395.0
285807813.0,1904836503.0
273922766.0,1769819745.0
298664422.0,1936017213.0
267729400.0,1775439626.0
313634675.0,1965057855.0
255906176.0,1772440138.0
296978047.0,1981681281.0
266147184.0,1815198618.0
283160064.0,1987580315.0
273967846.0,1852325638.0
280984114.0,1997273195.0
262942138.0,1845215853.0
297174375.0,2064206675.0
255394387.0,1772469430.0
331698250.0,2162999472.0
263835652.0,1814142584.0
305477479.0,2153984948.0
250907829.0,1678169356.0
267217631.0,1969871917.0
262089091.0,1772519766.0
259434585.0,1964316696.0
255974136.0,1980981120.0
268007238.0,2032269261.0
247092429.0,1983248981.0
299406625.0,2163830308.0
229940840.0,1777179991.0
114382307.0,791347723.0
124004220.0,1024531631.0
104301187.0,813822569.0
83681686.0,582863829.0
123242392.0,635161252.0
117755706.0,513949883.0
155158974.0,544609333.0
109299710.0,468075509.0
143180242.0,531869214.0
106769354.0,450622282.0
182120008.0,669540546.0
127953765.0,475140526.0
274479230.0,1034421884.0
167911225.0,699217755.0
334364961.0,1448683192.0
184334034.0,905126774.0
355956174.0,1858386809.0
208458588.0,1135041544.0
304824243.0,1937287664.0
203729872.0,1258803257.0
284544998.0,1913550573.0
300465006.0,1757612560.0
288124186.0,1933691811.0
287046830.0,1735607526.0
293163124.0,1965555688.0
277752570.0,1875712472.0
304693548.0,2010972654.0
238050858.0,1769311419.0
269584678.0,2016629538.0
261108594.0,1925573388.0
270670169.0,2041977096.0
263416958.0,1829284280.0
273278423.0,2038660125.0
263866942.0,1895233312.0
290865835.0,2101000361.0
262794117.0,1826789185.0
332216559.0,2139301430.0
272502046.0,1761807220.0
312132568.0,2140573360.0
290544149.0,1837780749.0
285949896.0,2101666213.0
248357150.0,1733839966.0
259434313.0,1965282282.0
202397352.0,1579605432.0
251300105.0,1975929597.0
184557585.0,1520371889.0
265479143.0,2061847542.0
149780678.0,1261456868.0
129559349.0,772067154.0
109949040.0,818725982.0
111336382.0,738587637.0
80133073.0,541449952.0
109179203.0,653522997.0
92061294.0,421403623.0
115815730.0,560919596.0
108620167.0,451095770.0
150722723.0,550000016.0
107300672.0,503244360.0
184971685.0,697451865.0
140281678.0,611386669.0
309804165.0,1107784761.0
174473215.0,727895541.0
341918589.0,1505273382.0
188727574.0,978067306.0
357312124.0,1864351652.0
198229040.0,1154587919.0
307751018.0,1954851587.0
223217899.0,1332832636.0
284144372.0,1906801476.0
210439573.0,1367118834.0
296015390.0,1899094454.0
263685462.0,1733242786.0
287054413.0,1952865390.0
251496851.0,1709678375.0
304093712.0,1983433187.0
259567913.0,1753885610.0
295309243.0,2002877321.0
272932767.0,1829967148.0
292049448.0,2040517506.0
273051200.0,1811578332.0
286951335.0,2034235048.0
283614425.0,1808090485.0
292845760.0,2069917131.0
271722973.0,1855047599.0
348149764.0,2148733888.0
279213391.0,1819434452.0
316797290.0,2160262971.0
310405044.0,1959920126.0
281289279.0,2097154535.0
310964597.0,2040769695.0
275583700.0,2087206233.0
317272792.0,2145985118.0
293888947.0,2170564899.0
278093971.0,2068604362.0
279291033.0,2061064528.0
245661188.0,1940020524.0
104788996.0,739883835.0
130538251.0,932422306.0
115787827.0,782777601.0
138922650.0,822767633.0
118161797.0,634146833.0
127747912.0,606749750.0
130245061.0,535229471.0
139773159.0,521246773.0
132925681.0,498248448.0
101370521.0,341227002.0
168378975.0,611638032.0
114159545.0,348122654.0
246848313.0,933370478.0
165440364.0,600859068.0
304610522.0,1345308058.0
168921683.0,731674820.0
357282434.0,1774680047.0
149724372.0,846495184.0
294613620.0,1952499244.0
158593513.0,945607223.0
274070188.0,1882120663.0
204857856.0,1255263657.0
277166268.0,1887168972.0
